variable,domain,type,stat_label,question,overall,CON/CTR,CON/SD,CON/STY,SD/STY,SD/CON,SD/DSA,SD/CTR,SD/LIB,STY/REF,STY/SD,STY/CON,REF/STY
presvote16post,Voting History,categorical_dist,% Clinton,2016 Presidential vote,29.16,14.0514,24.3708,15.7812,38.6149,27.1261,44.595,34.3,56.01,17.2455,35.545,18.9446,13.5492
presvote16post,Voting History,categorical_dist,% Trump,2016 Presidential vote,31.95,52.8869,37.3379,41.4066,9.1523,33.2235,4.255,22.695,5.82,28.836,10.225,33.0897,35.0441
presvote16post,Voting History,categorical_dist,% Johnson,2016 Presidential vote,2.55,2.4357,2.6029,2.132,2.6219,2.6541,2.69,2.82,2.885,2.512,2.44,2.0631,2.7583
presvote16post,Voting History,categorical_dist,% Stein,2016 Presidential vote,1.2,0.5398,0.7231,0.928,1.3791,0.7879,2.335,1.035,1.435,1.218,1.47,1.1692,1.0079
presvote16post,Voting History,categorical_dist,% McMullin,2016 Presidential vote,0.47,0.5048,0.5144,0.4576,0.4236,0.5083,0.43,0.45,0.51,0.375,0.4,0.4197,0.3931
presvote16post,Voting History,categorical_dist,% Other,2016 Presidential vote,1.19,1.1754,1.1891,1.1672,1.2867,1.2042,1.13,1.3,1.24,1.2465,1.28,1.1948,1.2411
presvote16post,Voting History,categorical_dist,% Did not vote,2016 Presidential vote,33.49,28.4061,33.2617,38.1274,46.5215,34.4959,44.565,37.4,32.105,48.567,48.64,43.1189,46.0062
gunown,Demographics,categorical_dist,% Personally owns,Personal gun ownership,27.39,35.3319,29.82,30.633,18.3889,28.238,13.98,23.57,17.59,27.1505,18.5,27.1267,30.499
gunown,Demographics,categorical_dist,"% HH owns, not me",Personal gun ownership,12.64,12.8667,12.9938,13.3848,13.5783,13.03,14.84,13.135,12.445,14.724,13.74,13.6329,14.9268
gunown,Demographics,categorical_dist,% No one in HH,Personal gun ownership,59.96,51.8115,57.1917,55.9922,68.0361,58.7368,71.185,63.3,69.965,58.1355,67.765,59.2504,54.5841
